Row ID,Order Date,State,Category,Sub-Category,Product Name,Sales
4004,03/03/2017,Texas,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91
4005,03/03/2017,Texas,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6
4006,10/12/2016,Georgia,Office Supplies,Art,Staples in misc. colors,1.78
4007,10/12/2016,Georgia,Office Supplies,Paper,Xerox 201,25.92
4008,10/12/2016,Georgia,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94
4009,18/12/2016,Colorado,Office Supplies,Art,Newell 320,6.848
4010,01/01/2018,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43
4011,21/11/2018,Pennsylvania,Office Supplies,Paper,Xerox 1972,8.448
4012,21/11/2018,Pennsylvania,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296
4013,22/12/2016,Wisconsin,Office Supplies,Art,Newell 336,17.12
4014,23/08/2016,Georgia,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94
4015,23/08/2016,Georgia,Office Supplies,Labels,Avery 474,8.64
4016,23/08/2016,Georgia,Office Supplies,Paper,Xerox 1944,193.8
4017,23/08/2016,Georgia,Office Supplies,Paper,Xerox 1962,21.4
4018,23/08/2016,Georgia,Office Supplies,Paper,Xerox 1890,97.88
4019,23/08/2016,Georgia,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91
4020,23/08/2016,Georgia,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86
4021,22/06/2015,Pennsylvania,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058
4022,22/06/2015,Pennsylvania,Technology,Phones,Panasonic Kx-TS550,82.782
4023,22/06/2015,Pennsylvania,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93
4024,27/10/2018,California,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665
4025,27/10/2018,California,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84
4026,11/08/2018,Texas,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664
4027,11/08/2018,Texas,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184
4028,11/08/2018,Texas,Technology,Phones,Pyle PMP37LED,153.584
4029,11/08/2018,Texas,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864
4030,24/12/2018,Louisiana,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97
4031,24/12/2018,Louisiana,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88
4032,26/09/2017,Washington,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88
4033,26/09/2017,Washington,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9
4034,26/09/2017,Washington,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100
4035,12/12/2017,Ohio,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693
4036,12/12/2017,Ohio,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952
4037,28/12/2016,Illinois,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816
4038,29/12/2015,California,Furniture,Furnishings,Stacking Trays by OIC,24.9
4039,29/12/2015,California,Office Supplies,Paper,Xerox 1981,21.12
4040,29/12/2015,California,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952
4041,29/12/2015,California,Office Supplies,Binders,Avery Hanging File Binders,14.352
4042,29/12/2015,California,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976
4043,29/12/2015,California,Office Supplies,Labels,Avery 477,274.77
4044,29/12/2015,California,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56
4045,25/06/2016,California,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85
4046,02/04/2016,Texas,Office Supplies,Binders,Aluminum Screw Posts,9.156
4047,21/10/2018,Illinois,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992
4048,16/07/2016,New York,Office Supplies,Paper,Petty Cash Envelope,80.88
4049,16/07/2016,New York,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9
4050,24/06/2018,New York,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69
4051,24/06/2018,New York,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764
4052,29/09/2015,Pennsylvania,Office Supplies,Art,Nontoxic Chalk,4.224
4053,29/09/2015,Pennsylvania,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272
4054,29/09/2015,Pennsylvania,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44
4055,29/09/2015,Pennsylvania,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928
4056,29/09/2015,Pennsylvania,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632
4057,29/09/2015,Pennsylvania,Furniture,Tables,Hon 4060 Series Tables,67.176
4058,24/11/2015,Illinois,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2
4059,20/11/2016,California,Technology,Phones,Gear Head AU3700S Headset,72.744
4060,20/11/2016,California,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16
4061,01/11/2017,Illinois,Technology,Accessories,Maxell 4.7GB DVD-R,68.112
4062,17/09/2016,Washington,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032
4063,10/03/2017,Pennsylvania,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992
4064,23/06/2015,North Carolina,Office Supplies,Art,Prang Drawing Pencil Set,20.016
4065,23/06/2015,North Carolina,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104
4066,01/11/2015,North Carolina,Office Supplies,Fasteners,Staples,7.52
4067,01/11/2015,North Carolina,Office Supplies,Art,Newell 320,10.272
4068,01/11/2015,North Carolina,Office Supplies,Labels,Avery 513,47.808
4069,01/11/2015,North Carolina,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84
4070,28/08/2017,Texas,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14
4071,28/08/2017,Texas,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024
4072,28/08/2017,Texas,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728
4073,06/12/2016,Indiana,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98
4074,24/09/2016,Oklahoma,Technology,Phones,AT&T 1080 Phone,821.94
4075,15/11/2018,Florida,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064
4076,15/11/2018,Florida,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136
4077,19/12/2016,Nebraska,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04
4078,19/12/2016,Nebraska,Office Supplies,Fasteners,Bagged Rubber Bands,5.04
4079,19/12/2016,Nebraska,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28
4080,21/12/2016,North Carolina,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
4081,25/09/2017,Oregon,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048
4082,25/09/2017,Oregon,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022
4083,24/06/2018,Illinois,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994
4084,24/06/2018,Illinois,Office Supplies,Paper,Xerox 1971,10.272
4085,07/09/2018,Arizona,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857
4086,04/08/2017,California,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384
4087,04/08/2017,California,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952
4088,04/08/2017,California,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784
4089,19/08/2015,Arkansas,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82
4090,01/04/2017,New York,Office Supplies,Labels,Avery 473,20.7
4091,01/04/2017,New York,Office Supplies,Supplies,Acme Value Line Scissors,10.95
4092,01/04/2017,New York,Office Supplies,Binders,Avery Hanging File Binders,14.352
4093,16/05/2018,Ohio,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024
4094,24/08/2016,Kentucky,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080
4095,24/08/2016,Kentucky,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96
4096,24/08/2016,Kentucky,Technology,Phones,LG G3,587.97
4097,23/09/2015,Minnesota,Office Supplies,Paper,Xerox 217,32.4
4098,23/09/2015,Minnesota,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9
4099,23/09/2015,Minnesota,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95
4100,23/09/2015,Minnesota,Office Supplies,Binders,GBC Instant Report Kit,12.94
4101,19/06/2018,Texas,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264
4102,19/06/2018,Texas,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444
4103,19/06/2018,Texas,Office Supplies,Paper,Xerox 1982,146.176
4104,21/12/2018,Nebraska,Furniture,Furnishings,Staple-based wall hangings,15.92
4105,07/08/2018,California,Technology,Phones,GE DSL Phone Line Filter,159.96
4106,07/08/2018,California,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76
4107,22/08/2017,Texas,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312
4108,07/09/2016,New York,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96
4109,07/09/2016,New York,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414
4110,25/12/2016,Michigan,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
4111,25/12/2016,Michigan,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98
4112,25/12/2016,Michigan,Office Supplies,Paper,Xerox 1978,17.34
4113,25/12/2016,Michigan,Office Supplies,Art,Newell 351,3.28
4114,02/05/2016,Texas,Office Supplies,Labels,Avery 501,8.856
4115,02/05/2016,Texas,Technology,Phones,Samsung Rugby III,158.376
4116,24/11/2017,Washington,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96
4117,24/11/2016,California,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168
4118,24/11/2016,California,Office Supplies,Paper,Xerox 225,19.44
4119,24/11/2016,California,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86
4120,24/11/2016,California,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,91.392
4121,04/09/2018,Pennsylvania,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04
4122,11/05/2018,Washington,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44
4123,11/05/2018,Washington,Office Supplies,Labels,Avery 50,37.59
4124,11/05/2018,Washington,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032
4125,11/05/2015,New York,Office Supplies,Appliances,Staple holder,35.91
4126,27/07/2018,Florida,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032
4127,06/05/2018,Virginia,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66
4128,19/09/2015,North Carolina,Office Supplies,Storage,Project Tote Personal File,67.344
4129,19/09/2015,North Carolina,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985
4130,29/03/2016,Washington,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28
4131,18/11/2015,Illinois,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14.48
4132,02/07/2016,Florida,Office Supplies,Paper,Easy-staple paper,11.952
4133,02/07/2016,Florida,Office Supplies,Paper,Xerox 1957,15.552
4134,08/09/2015,Virginia,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45
4135,08/09/2015,Virginia,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97
4136,02/10/2018,California,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12
4137,02/10/2018,California,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14
4138,19/11/2018,Virginia,Office Supplies,Fasteners,OIC Binder Clips,25.06
4139,30/12/2017,Texas,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924
4140,01/12/2018,Pennsylvania,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392
4141,01/12/2018,Pennsylvania,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12
4142,13/06/2017,Kansas,Office Supplies,Labels,Avery 51,18.9
4143,19/05/2015,Michigan,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42
4144,30/01/2018,California,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74
4145,30/01/2018,California,Office Supplies,Art,Newell 338,8.82
4146,30/01/2018,California,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784
4147,28/11/2016,New York,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59
4148,23/10/2018,Texas,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762
4149,23/10/2018,Texas,Office Supplies,Storage,Advantus Rolling Storage Box,13.72
4150,23/10/2018,Texas,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55.2
4151,23/10/2018,Texas,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136
4152,07/09/2018,Pennsylvania,Office Supplies,Labels,Avery 519,29.24
4153,07/09/2018,Pennsylvania,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552
4154,07/09/2018,Pennsylvania,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896
4155,29/12/2017,Tennessee,Office Supplies,Binders,GBC Wire Binding Strips,38.088
4156,29/12/2017,Tennessee,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808
4157,05/12/2016,Pennsylvania,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984
4158,05/12/2016,Pennsylvania,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064
4159,01/11/2015,Illinois,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696
4160,16/04/2017,Georgia,Office Supplies,Art,Newell 341,12.84
4161,14/05/2018,New York,Technology,Phones,Google Nexus 5,539.97
4162,14/05/2018,New York,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58
4163,14/03/2016,New Hampshire,Office Supplies,Labels,Avery 476,16.52
4164,14/03/2016,New Hampshire,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94
4165,14/01/2018,Colorado,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.064
4166,14/01/2018,Colorado,Office Supplies,Storage,Mobile Personal File Cube,168.624
4167,08/03/2016,New York,Office Supplies,Paper,Xerox 1997,19.44
4168,11/10/2015,California,Office Supplies,Storage,Iris Project Case,31.92
4169,11/10/2015,California,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568
4170,13/04/2016,Arizona,Office Supplies,Paper,Xerox 210,31.104
4171,13/04/2016,Arizona,Office Supplies,Paper,Xerox 1973,54.816
4172,16/11/2018,California,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86
4173,01/07/2017,South Carolina,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2
4174,01/07/2017,South Carolina,Office Supplies,Paper,Xerox 210,12.96
4175,01/07/2017,South Carolina,Office Supplies,Binders,Binding Machine Supplies,58.34
4176,29/11/2016,California,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3
4177,07/04/2015,South Carolina,Technology,Phones,AT&T TR1909W,629.95
4178,07/04/2015,South Carolina,Office Supplies,Paper,Xerox 1945,122.97
4179,16/06/2017,California,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35
4180,06/03/2018,California,Office Supplies,Binders,Economy Binders,14.976
4181,07/10/2018,Texas,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24
4182,06/10/2018,New York,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96
4183,06/10/2018,New York,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04
4184,06/10/2018,New York,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91
4185,05/12/2017,Massachusetts,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94
4186,21/10/2017,Maryland,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16
4187,18/05/2018,Texas,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874
4188,18/05/2018,Texas,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996
4189,18/05/2018,Texas,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
4190,26/09/2017,Iowa,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99
4191,17/11/2018,Delaware,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97
4192,08/07/2016,Texas,Office Supplies,Paper,Xerox 1990,21.12
4193,16/11/2016,Idaho,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42
4194,16/11/2016,Idaho,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776
4195,18/06/2016,California,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98
4196,08/04/2017,California,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7
4197,18/04/2016,New York,Office Supplies,Labels,Avery 486,21.93
4198,03/12/2017,Pennsylvania,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394.816
4199,03/12/2017,Pennsylvania,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192
4200,10/12/2016,New York,Office Supplies,Labels,Avery 486,7.31
4201,10/12/2016,New York,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984
4202,10/12/2016,New York,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28
4203,10/12/2016,New York,Office Supplies,Paper,Xerox 1883,184.66
4204,31/10/2015,Rhode Island,Office Supplies,Art,Lumber Crayons,49.25
4205,31/10/2015,Rhode Island,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16
4206,31/10/2015,Rhode Island,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
4207,31/10/2015,Rhode Island,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08
4208,31/10/2015,Rhode Island,Furniture,Furnishings,Eldon Wave Desk Accessories,17.67
4209,31/10/2015,Rhode Island,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9
4210,31/10/2015,Rhode Island,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686
4211,09/12/2018,Illinois,Office Supplies,Paper,Xerox 1921,15.984
4212,05/05/2015,Kentucky,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42
4213,05/05/2015,Kentucky,Office Supplies,Art,Newell 350,6.56
4214,05/05/2015,Kentucky,Office Supplies,Paper,Xerox 1933,24.56
4215,04/03/2017,Indiana,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4
4216,30/11/2015,New York,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28
4217,18/02/2016,California,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24
4218,01/04/2018,California,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664
4219,01/04/2018,California,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984
4220,11/06/2018,Washington,Office Supplies,Paper,Xerox 1939,37.94
4221,11/06/2018,Washington,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288
4222,11/06/2018,Washington,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8
4223,11/06/2018,Washington,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96
4224,11/06/2018,Washington,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42
4225,30/09/2017,Illinois,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964
4226,13/12/2015,Illinois,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.428
4227,11/11/2018,Iowa,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
4228,05/01/2016,Washington,Furniture,Chairs,Global Deluxe Steno Chair,61.584
4229,24/03/2017,Indiana,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48
4230,05/07/2018,Texas,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028
4231,05/07/2018,Texas,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394
4232,05/07/2018,Texas,Office Supplies,Paper,Xerox 1975,15.552
4233,05/07/2018,Texas,Office Supplies,Paper,Xerox 1966,31.104
4234,05/07/2018,Texas,Office Supplies,Binders,Tuf-Vin Binders,6.316
4235,21/09/2015,Pennsylvania,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352
4236,21/09/2015,Pennsylvania,Office Supplies,Labels,Staple-on labels,20.808
4237,23/07/2017,Illinois,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416
4238,29/08/2018,Pennsylvania,Office Supplies,Art,Newell 323,9.408
4239,26/03/2018,Washington,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83
4240,29/12/2018,Michigan,Office Supplies,Paper,Xerox 1915,209.7
4241,20/09/2015,California,Office Supplies,Appliances,Staple holder,43.92
4242,20/09/2015,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232
4243,04/04/2017,Virginia,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97
4244,04/04/2017,Virginia,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81
4245,26/03/2015,California,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3
4246,28/11/2018,Maryland,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.64
4247,28/11/2018,Maryland,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
4248,28/11/2018,Maryland,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9
4249,01/12/2017,Connecticut,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08
4250,01/12/2017,Connecticut,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92
4251,19/09/2015,New York,Furniture,Chairs,Hon Olson Stacker Stools,887.103
4252,23/10/2016,Florida,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944
4253,23/10/2016,Florida,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.688
4254,23/10/2016,Florida,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824
4255,13/10/2018,Illinois,Office Supplies,Paper,Easy-staple paper,63.312
4256,13/10/2018,Illinois,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784
4257,13/10/2018,Illinois,Furniture,Furnishings,Dax Clear Box Frame,10.476
4258,04/09/2016,Oregon,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762
4259,14/03/2017,Washington,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784
4260,28/10/2018,New York,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98
4261,15/10/2018,Connecticut,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05
4262,07/08/2018,Minnesota,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96
4263,21/09/2018,Georgia,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48
4264,03/11/2018,Pennsylvania,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673
4265,05/11/2017,Texas,Furniture,Tables,Laminate Occasional Tables,863.128
4266,05/11/2017,Texas,Office Supplies,Binders,Storex Dura Pro Binders,3.564
4267,05/11/2017,Texas,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
4268,05/11/2017,Texas,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588
4269,05/11/2017,Texas,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96
4270,25/06/2018,Washington,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4
4271,26/11/2016,Tennessee,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472
4272,24/11/2017,Maryland,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76
4273,21/07/2018,Utah,Technology,Phones,PayAnywhere Card Reader,71.928
4274,21/07/2018,Utah,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99
4275,23/10/2016,Washington,Office Supplies,Binders,Avery Non-Stick Binders,3.592
4276,09/07/2016,Texas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632
4277,18/08/2018,Washington,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
4278,16/04/2017,New Jersey,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93
4279,16/04/2017,New Jersey,Furniture,Furnishings,Stacking Trays by OIC,9.96
4280,16/04/2017,New Jersey,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3
